Order_ID,Expected_Delivery_Time
mwtd038784850,165
cjts467555241,101
nsaq088175607,139
tskq537387384,92
yqqk851906520,65
yytz999601031,113
cziz373555089,172
rdgj252432567,124
twtz176325257,163
seww512174361,73
emsd217404550,138
njpg593335371,116
lnwe948321663,197
vahe679295368,142
chjl454029372,95
rkbd540550673,150
kqmy819166789,116
ezbt986929440,170
wmkd564193283,201
gefb810111534,188
bgsc021190229,115
awob011578645,77
ogfz168809951,92
giib233991995,68
padk750324030,108
vdrl415151704,107
fbef477458653,132
kvlu154098579,153
kowv141278827,68
aoek460796479,143
ebzw205203011,131
kcry864396527,25
zsoy275918439,148
negu413233431,17
gmhn676402014,87
iirw353043167,239
cnuw864406249,96
xzar640086898,116
gcih640597755,63
ckvv311892968,132
xpsx573043057,77
nbaf168361745,139
uyvs946896553,88
bxmi920090739,123
iiyu960557319,81
jebt353521868,103
fyrr003424146,97
qznk741415936,159
ijca634897483,208
fxho647658614,263
wjip931348885,119
obzp031189526,111
neof291952979,96
kbom293110923,59
locg160621866,192
ofmo373900760,106
mxzl896660881,212
qpgr745102950,97
hnbz920735742,167
ynfz955925062,24
mzss951222515,41
ahbo999260033,105
yqae045851618,243
atbb537117140,109
vvln544515076,243
ifuy622920506,156
gfrj470113460,94
drfx243197563,85
nvbv213028827,93
ykzl677341834,182
obhn191372990,89
hruv927409900,57
kxns139784853,112
elrd114458435,33
wycb666842698,93
wvrw273690017,147
bqql114590469,172
nzzl571165921,142
hbff993384874,128
abpw773665375,112
lafp129078547,114
svtu504775390,92
vava784806040,97
yopd955872525,87
sjxo711008988,29
euuf380377059,98
luvm430095709,136
gveo476225359,92
zesn982544362,49
rdvm964901040,130
ptfi927317538,93
azek847922038,167
jzai589442226,60
pllz731037942,98
wuww763843141,88
omvc949757451,95
fopn847773397,121
eacv047796565,48
piqx200659798,167
elms712950269,148
gjyd578143740,15
zbkm679615255,123
btdi771865604,87
oybn030208236,194
rfzl742247832,101
lagh593600826,74
yhbf458033841,23
dfuq106883081,146
tgxr668341293,97
rgwl330049489,72
ehua540394913,157
ihpe613852340,71
vmew119250073,182
vaqn317495936,30
wrbt830073996,45
uxtm759566906,72
nxxk153186687,156
wzfh813784454,174
shtb791725946,112
hjub897781144,101
iyyb050873300,178
ydjt447566238,207
jgmb574934808,255
fhkp096778178,132
mdxu632875570,150
lkgm172836081,165
lgbe622922700,73
ncif696389138,90
tpyn838968947,217
iuxk922914732,98
ggvm158187249,108
ckdq639510422,197
pugr190430282,92
ymbn105773062,140
onny386721630,88
lvyo692349637,108
widl430862905,92
xrkh213034830,268
pvwt771036753,89
wdmy025013945,96
gvzn942465897,127
cgqh731557851,77
olqi997368359,53
yujn919388831,152
rsiu953298987,98
uplx446104766,113
pspx555571984,182
fizo970512639,51
ylld641740556,223
afsm428036775,189
mmam235457471,106
hnkl949383099,100
yyqn188999572,175
bogc711739965,122
fkcd410279371,73
ytzv479788691,92
vuru534353451,179
nbyk499234099,18
nysy831686643,117
mela924064973,87
gdfx714131246,148
lyhs974205665,96
giwv654477324,161
yupx742943532,87
ttrn254251255,180
pmzi659585287,23
ptno187404210,52
ndsd119522877,50
dzem639319330,137
ycdc515180983,125
vszz342539325,185
khef613175932,101
kpls357110053,120
hsio060463250,106
xcue824728439,30
vahe867813239,97
tmml344552030,132
qhrq211267366,139
zebk011248961,167
dhyu921637707,94
bzcw012154248,67
carq528367781,86
ittv820443888,116
xoat574161605,78
mery619432724,123
duuj660819985,128
ydhg426267049,80
fscg274189574,103
pmxv516189537,81
shzz444703791,99
cibm382402566,196
zioa539266050,108
tbhk187581412,135
isrm810990604,171
qjje085440771,23
ddyq746063349,214
pfzf461104154,189
rdhh252108625,95
yycu941346501,185
lvhs242129648,137
fztz242505569,153
qllm193133125,85
ajdg102371861,88
elpg002808434,104
itck492115415,144
vurn730900832,210
drwp633091101,119
shbq841945381,245
cocb129980110,138
rehl156627237,189
tlaz915681425,127
ywpe858272837,106
scks042898339,12
mefv405512199,80
oxqp874288651,118
zkrp846061084,134
umei870890212,168
rajf186816112,112
twom068997634,155
qvqk739736337,172
ewhu127031577,123
bbre009988875,125
qhnx990769937,104
jiuj367355520,31
msld186914645,122
sspb454464274,175
xadw729250896,63
nugp600339026,126
ocnu584561236,193
kvpn036554531,111
wlby917704099,216
tiut573173231,143
jpym145454442,133
fdlo560741853,169
zitx794297050,175
juzs384357512,182
cfgb844791744,127
tcvj253586561,107
pslo750461739,210
upja156358286,97
zcxy838529470,131
dosh054735540,137
rdiu588939941,71
ibfc703248302,168
qggb159639291,101
rcaz426090105,97
yawj589275850,229
pllu758297041,191
xlfd947967089,88
vbml145599024,101
svqb149365779,109
wucs264093288,108
ddrv890192194,138
vgto237584728,92
qhms856950183,129
frbf810077244,63
dpkd340903852,58
yhti962912426,163
pvbx431912430,92
ygri955413840,157
clgb166690559,75
druj906330883,137
hiql015051564,111
hvrd695156825,93
ajla570523241,52
bptl308289283,20
atzt544450602,58
wmbt832900258,154
geer774276288,193
mcbv340850356,242
euec299974423,112
lylh914677414,121
amcf836234898,79
tbzf612687327,117
kdgv457168591,133
hvor840771260,185
zlyy453849572,114
ipey737334075,100
kyvp817529673,190
bsju128785966,145
bzbg800734250,153
odui090259007,118
joeb941336981,141
vply720793631,135
ntyx318353687,63
jciw981481126,152
vvdf142495662,151
wwgl654940004,105
hjbk592125948,148
xxjl540401431,161
apwz647112542,31
aeop097903758,127
whej001030644,94
wcli403405839,58
yhzv759199964,53
aktu450223551,138
hecq834707336,157
mqxl213623196,147
koft209106884,143
ekmr803961576,198
ahpk466957859,209
xdoc772814075,179
betn711764010,199
cyim353244356,128
kpui214279290,47
gkxs560770281,51
dvbt845083278,93
khyk303642440,172
nuem118007300,111
hrva917216047,69
jsgn762825386,36
udup962910454,176
kclx458166524,110
xdew046847931,162
envp457784346,144
mjjl487870361,111
cdlk072036431,218
avxr598599896,170
yqhy337572064,138
ibgl609321038,173
mlwe477373037,99
ovhr628564511,72
ejlk615352315,162
wtxb236153532,169
elyj732640482,68
iyzy571056090,185
mxid056627684,158
znbr904768498,60
aihp478161682,124
pybg030463934,96
wbyo064417907,110
dglm325746235,141
kwaz245978068,21
nrpz670180321,202
yreb992703508,134
lqip535305465,87
rehg995426573,124
bhya150421187,92
mtcq677203402,132
wedv270440845,139
ovic961461996,195
lkel672123253,23
xqxi193240308,52
cfhr873344732,64
cyek159795926,172
wygw328440862,112
ycft358065960,81
uxve815125491,152
ziae735373968,122
jfpr392174364,118
fjzy229735248,163
tfpx043918482,160
yrks815185256,88
xftb080171431,148
vdsf131643975,180
tpct599641928,55
wzkb004753598,174
sxjg846372120,22
rnhw013258436,92
yzoq533572697,120
pnke913432614,90
zpxg796594776,147
zflm148014913,108
kxst130517437,31
cyvx958658152,91
barr834039168,142
xgve777072659,208
saos120624504,86
iusx911277861,129
bgav209628701,152
vuqi016795424,88
jhma424127520,163
irbk983560195,143
cjfv356412601,56
opqn320204516,61
ptwc749021643,226
oosf228233902,57
sobd857623304,119
ojaw416884711,63
asas104063227,118
hnag031187177,88
rzco061340692,87
anpk323477584,171
nxes767402819,167
axrh643871292,210
smuu466188375,76
casv972106031,216
bxdc005218284,81
tgmt952347330,77
apdo045165750,123
sfvd013452136,26
ylxm089008350,101
xxpu250147922,125
blic240918670,173
baop359786846,53
sgai548810927,147
dpxk052127220,70
bsyp689363076,221
idap653449720,168
vgdy833042223,182
lonb177035743,155
iomu363499748,120
pzds849728193,147
ioke328314464,138
yymj600061232,88
ikuz023649473,142
zszo625922852,30
fvla222459032,176
upyp867045044,21
rjwz462215238,88
bvyn638869003,78
tosg568352021,219
xfzw940494691,154
qjka639671535,126
zlzs520001925,122
oxeb622170343,66
qjxu498064565,160
jpca447099537,132
moou468519360,163
oekj116781229,142
eqlr178498072,69
vcev619548350,147
lcpy658621546,193
tnza127922451,87
gcda453600741,80
ouxp765474470,83
jigj189865401,125
magg894893542,88
wipi118781292,117
btcv842080770,31
swcv875847628,67
ophj656929819,142
onfy267143924,103
upaj346079864,55
tjna489226038,132
xlod563271912,52
fspy507033318,112
irif705995882,108
rhqy205845149,151
nfzo499391322,82
rbks311948716,178
qtvj310227333,113
vxya052262587,113
mdbl445621091,70
ksuk508906860,88
vamb909699875,246
vsyw415662575,181
rytg799859220,97
wjyi097695229,122
hdxn951839975,91
glew111052843,121
rjmc584650994,237
khrb427304608,165
tfuh938953314,32
vytc196153722,188
olsp761918427,122
nlbf359132461,246
cygf117908282,133
cxvs600718054,168
nknc794639607,170
yjgy899366202,117
ebpf094212965,124
nrxm584860187,105
gyah836121316,45
olsy599411765,159
gwjp481483520,81
enbl307917647,218
copi287322052,133
tccj936071835,171
pnbs414915045,82
tdui729268764,82
ifzu309274182,95
owjm178451792,114
hfcv080045832,193
zynm443215083,231
iptm199609710,234
zjuy355544054,241
lzkq223107084,120
fdax977447229,102
crqo804713242,218
mmet572564722,154
dyas842891014,150
ykap029034670,135
yhsh611152557,107
clcs578391483,136
gabk115555253,140
zlvv653403731,108
qvwm690644651,109
pomj786416282,111
rrof155446034,91
ecgx965643472,232
zzyr279192650,143
kklv305270780,128
bzxi625015382,88
sjit254824175,189
onfy260638183,142
axeq180415862,122
wgut530403162,115
icys517426546,154
rpaf900601456,198
ulah227333142,12
qzrr741577775,73
wziw909588634,171
vgub784661974,79
lrwu747897814,104
spez815736877,75
fhia190013548,123
ixad808398877,40
rgbw910085933,132
xdky483572373,215
upqu132399829,88
bhdn590197191,139
nodh388943224,84
qkca206071039,113
gijr628756587,77
hrgt917251214,193
wgux860924491,75
dvbr312894793,123
qijo029296782,122
dvsf574243173,192
wgtk063036057,218
slsw226350598,197
pyar458484857,114
qxzs813983473,98
nmul979056767,69
ssrp539281227,47
ohyc693359116,140
rxbs017655251,83
ndql948977145,157
mnhq859772742,133
wkjz851417709,201
gebb778380487,92
bjcr901952719,58
zqva964466094,140
gccf677853308,56
izrb136573821,142
pswf410751508,170
zczu966136333,62
obsp470530012,82
gpwo821910552,128
vrgf536349208,122
wgam415370834,128
kdzx732750360,191
qqqk472796309,120
vgko767212948,151
jmdh569430318,221
dglw849102307,77
jxzy294509271,136
oxfo185582700,102
xjyv115152862,140
hjkw916763659,198
rfwz897125261,166
nlfq004199503,113
dkzy244534171,97
cyoz189475414,39
ffrn485756358,110
aesz434858378,140
bnec729990550,53
bybp557420496,179
pldj094474994,123
yxhp230122628,164
ymuj691030464,183
lqkn656904402,185
qfox409215509,138
fqbl389224684,54
hoah591444418,114
gson299177879,148
pbro162700043,97
xajd942839007,65
waif784539868,173
vypi831218235,108
abeg819083373,27
enjk495766222,66
joij159601713,115
ozhf689910471,137
zegy836461094,136
vdoa092678396,246
gqxt554971800,213
kwpe130107692,20
gerk507859004,87
ownt700215154,88
ijhj417094111,131
grpq110405413,91
iodl604936826,123
avep992444868,171
ohyd497928488,182
pcqi034615470,134
igwb614576090,183
qfgg707685554,111
zvfs786466460,104
jxdq917690278,140
ofyy433081334,64
rpzc919169583,152
fbvg865149632,85
kobh415769427,153
jljl513498897,133
ynpl600775492,213
xooq949687483,40
cqbm666062808,112
cuho634092415,55
trcs019197723,118
jsma763709686,202
jann667740581,82
ogli586572196,145
jjfy562001397,163
hoye059203889,136
jgfi990964297,198
royo855877909,138
yaxn869343312,142
mdvg538050840,73
lqha410611674,228
umej594464764,87
vlnk507981563,125
vlgw677301101,115
snzp767526818,132
koma125815722,137
ezxw892794635,91
pxdt726204082,72
wnvp595616056,158
zhdk251195982,141
lxqn820740234,178
wyyy207087358,139
egzz321908013,164
iaby083283307,145
yuna875873321,203
fbgq581266362,82
pyha748732378,75
qgte209072927,133
xsus900402060,129
upzj745009622,173
llga445479031,92
atyx243130276,133
rngs834632247,72
rclg282263866,97
kwqz065770216,137
lpsm047131210,240
pceo283725229,99
ljwc279177310,193
ltes887180603,182
mumb066158507,104
xvua649986286,151
yxfm611302068,87
lkiy608007456,167
domy023509679,162
crmn900324806,173
ppsz267379756,142
ksvh879605338,144
eaba722029713,131
rhsj559164463,107
gjxv667343068,52
lfra932117896,134
vqdz601738014,195
argn632804941,72
zcat525917407,212
qzzo547739015,148
ljwc451664087,206
qtjc880355428,83
nypp957556585,117
hzzl076187248,130
crqy185667394,106
ajyg601019453,208
bhxi821373632,17
plap555080239,72
pcuf286109673,94
fdhx798031873,103
rsxl419358318,77
lfck543488526,143
khto536449516,133
taka119510699,146
ncvi748902615,130
vfds716391762,146
udfq207732817,162
kjil387288764,103
ccmp192452395,99
drsi362287343,233
vmzc672151242,241
siyj524013352,78
nqck585412423,148
mgzr885006779,173
ocpl071521343,110
jfjq424045541,152
zndj657844292,199
aaje176609849,16
saqj255004535,135
lntk953327757,113
gqey132452068,112
nfsx534223551,208
usoq231911551,183
tywo223807484,88
ueeh379759240,111
diyn735065669,83
lhia905814486,239
bwts694285610,232
jqjh299069619,127
slwf963178817,120
ulcn487709995,110
rshf608946668,133
lgbm982602398,103
sywc908464317,131
rgbg828838241,128
tiwn478253071,134
jsoi100964249,166
xxrf310497473,170
vqly983463867,153
krsc142525966,77
xnja722399377,108
yigd073093204,114
lczn569841716,238
pqhc836118952,162
deyv302705748,138
uoai750119993,147
ytcg414660345,147
vtgl625045239,126
mwvq558983505,155
kwvu360220633,109
rxzp150868715,210
jxqu402097654,64
bnhk384601981,75
avby066091077,132
eedk357403801,166
wbki058065030,107
ponq064878487,201
vcch426449724,105
inzj003300354,94
clpt571906070,170
jmta254650854,208
xiyc935847869,19
qife061159669,36
yfhr663433329,127
enad744551724,47
afco213486021,143
aqkn035894547,49
ttzq314291900,82
uxss410119387,27
iutx699658471,122
raxm732871152,63
dwmc488598128,198
vexv853978306,150
pkio768767792,73
ckez352101351,53
yldy816456021,125
udet771814026,75
jbde041385065,107
ttju268883157,177
jiho029580562,82
iivz750256799,197
pvun583520151,148
dyri812221198,143
vxlj924957798,242
dolq007277436,104
guta159966116,53
toxi176379265,67
ucwg297468735,150
rxgr459213342,113
qhjw450649519,225
ojop075100406,95
zufi220963377,109
ster954253829,98
fbuq481192069,179
efkn599177730,233
accs295770903,159
nyfk988854844,168
wfky208108212,176
xmer470270715,93
sakt621411435,122
gncq500101837,78
qhez166114890,151
nguj584699712,142
uzny250644016,95
pbbi310882791,87
dgjo304906633,92
lsfs835968512,94
tzaz736101908,91
hghc402459336,158
agdl485763453,162
mwos625408715,70
yalo087337367,98
xxeg801224846,168
spah918574733,121
shjn651412788,147
dqyy550149336,193
wiqq378608657,66
msmm179276970,77
dtfh470197977,65
edry372895914,75
lany420021821,82
luuq168057918,187
mcmf567900539,91
ehoy354559045,205
zqpg759097219,117
apoa957334491,138
tkhg370598218,151
mvft272134822,126
leok748538889,130
tzuh190945652,147
npgv378075491,269
lptl648128236,79
mphq621333840,53
agce261235672,112
hyni741066688,197
jarb988690448,169
bifq939688689,127
xefh260642218,222
sxty939908627,178
pnir577388988,124
flal740038094,54
eiqg448846633,116
keym983187736,92
xjtq497564347,9
fxen907227355,133
fzow656233819,127
umvj870110058,193
ptsa925102915,137
nkcn355391204,139
ufnx349308564,94
jgqs534858068,34
ttzu172683233,227
omur177321110,157
njxb728938051,142
ppmp353960725,182
bvxb295446902,20
qbvn202543744,98
ppfk338474023,183
swov802751752,172
jpzk014342480,172
wbzp783276360,174
grgh778262615,179
xgjl074280936,170
wdmc023625681,70
nlrl018270737,102
yoba372776575,130
clgz261198394,97
hjtk767516224,123
fmsp969938898,220
dhwy441818066,57
lzxx803686663,140
xnul933877168,84
oaxn022018434,192
ozcn946132027,182
kalx882182853,92
fgwu751851044,99
rubf196842326,81
bcgf183620651,177
dxtw335352642,152
iywq796335449,167
bymm011157888,128
gsfh568078632,87
ojlf262161686,158
dgqf361731636,154
qhel224086615,87
isus519126870,160
rmad640324250,198
jxhp755592470,34
raoy087875184,77
iyuf306793265,166
wyjc139311129,53
ibza386906216,26
svgs392252217,119
lnoi159593483,100
aziv443506066,144
dhdj745025837,136
ejny995273418,212
kraq131117780,174
xlez769845873,123
ntzq255381436,125
awzu890255723,45
mnes768174143,143
lvmf731861753,26
ocbb536143771,62
nzsj659696028,123
pusc063067343,71
amia514850478,148
vhkb320461031,139
igpj909816298,76
apyt524088622,54
nnib183525080,92
iyqf396245480,65
jtbf752766062,72
muga531032413,122
okdq242782018,168
rttv780136704,104
gaza099392755,160
dlav920069297,75
exrk521515985,137
ajwa124945558,71
ujao688556357,135
defu521049833,38
lzpd478710273,119
fios518005912,45
ocxy130212586,172
wuix376509081,147
ngem510953708,83
cnaj103994008,217
kcqo483932493,221
ujul434445579,126
qzlq773658694,107
ammq597359845,78
sqhf317937087,62
brjc777171312,138
fzvo173414205,124
whix931151348,172
bfop017186230,13
lmwq561796701,107
osza769676987,187
lkch371491300,120
eblf306083840,182
brdd685264967,15
ssff650353877,150
nsim247993384,127
oiek870774467,126
zosr854762317,87
rkoj081492256,98
hhvp492981046,108
pqkp550819594,145
xbse448478126,198
ikym615137181,59
ogxz640713738,183
jsfu922422577,65
cfjo721629149,120
sthr016140807,17
rdkh978337271,19
qwqc136547482,80
ejsq642397635,42
kahn010867207,55
hijq233820447,167
wohx949604176,136
ntsk317441672,172
meey274769048,198
bmxu076074814,228
tqfs663403163,170
ctpu870371831,153
mmix625272844,135
wjbv289418121,126
srbd150341571,63
jvks372250271,140
jqlk196500792,27
posj753388945,50
widu697678905,132
mafd055377451,162
pfeb076088840,264
xzob641734433,139
mzpx317915115,73
tgmn418163768,90
tqsk564994784,103
doot063909272,203
uszd581275718,247
lixj844045676,113
cztz485658064,27
xgxx672712775,160
astd405291796,133
gwil290652374,103
gfsj512469640,145
algk393516480,135
gbev794787620,84
zwfz408517432,100
mvzo846127628,25
yqgy660527017,137
zexp945342515,128
fipy901741197,188
nsly728580032,143
csnx120369784,163
hwip110987211,162
hbpo913627131,75
gmtn457683471,123
vsee137795375,53
bzfm736000254,102
wcgx051936607,148
dpck326972297,149
bsxs842594262,31
yuvn832891092,107
sljg287499545,121
mpos990236475,89
tayc795898438,117
tbvz072724361,16
kmfo915470464,108
foxn553754854,134
pvxx181412675,228
ofzk098680010,110
kfok322651966,127
mbpm468797333,109
fdtt535177333,51
ixpq358706586,58
rqbk992704177,175
ojkj746810147,60
hpib443870058,66
lamy935185364,191
vddd601105574,102
yyse236051084,218
fqeq720341798,253
ivmu930675896,134
wykl158965593,77
pqrz711942840,155
wggi034429417,225
wcvy838831488,200
kwky983836500,226
ljru499385207,53
wboz765590826,135
iish409689530,139
ashg006649861,104
tvjn398182872,129
jktq151072952,175
maso846757507,163
zech022820592,80
wpsp351838821,140
mkks539185650,148
yurq205721088,142
czeo486682936,202
lyxr074746170,78
wzdz305718382,79
yyox896258503,246
zyau471560240,63
nfwf799424251,113
xqto929295683,212
fbcu785683950,139
fmzj335484376,34
okun207586620,125
ywqy734397163,148
auui766953780,98
lrrp357822486,117
yrqv417422683,141
clzu729286645,173
yjpv757335165,129
kcyx780673193,181
dmqo170268203,160
ztfl953612963,123
habu207988785,163
xpyu419518109,103
kfto368693551,118
fksq616715487,130
gcwm518682394,92
ietq870457613,242
suud076335027,100
hvsi760909175,134
lrap699440625,185
vkdi129357508,182
fgiy314662495,165
goki598840953,195
cvyo747344353,132
vtcb016227099,128
ycvn100113962,82
ygau099125407,92
wgma676904733,164
tiyi091101357,221
goho096840103,140
hxho636651001,168
byej945918203,124
gvrc256047205,87
hbpr089836168,147
hcuk045037263,87
fstm092114269,102
unlw264498195,217
sulc070698424,114
lsag639931103,83
uibb931593347,18
wiri461296351,62
zsbw295935732,76
sdor644435481,36
moha764767831,82
qgjk039903440,138
fyah084750423,93
xjfi149958948,69
ocmy103116888,34
uxwz251879594,150
pqqg275871320,73
zgus068118551,117
ruyc888755798,139
hysu554959587,118
dsah476865801,90
tnmm476436643,25
hgfs759732094,97
spak190355709,189
krgp292016608,138
jcbt017081493,174
cbmk078636685,146
vqbw028760169,207
ivuh963495098,175
bwtd164928291,102
kdlx093434888,140
tbrl525544155,153
xbpo750223802,103
vsby062826828,75
yovu176483906,198
bpmc561018997,158
dyag706893542,122
lkyh088050303,232
wkma176377448,115
zioc635876655,133
yjez407853136,14
ygeo644225235,48
rzau155362742,129
cfpr558395056,87
kqgy288272904,214
nhjj039725897,138
eacu980348433,149
sknx881512021,77
wlnh551981573,210
ufpu424556327,245
gabm563635276,67
beda724922043,115
kjdn408443717,124
lvrd252456528,108
sgkx889046843,99
wkvi732049074,82
uuvp241006006,109
ynrj724068204,124
awkp468187137,166
ahzy951167385,101
lwar071107705,103
wzng964982790,118
ahan879767771,105
kiml467639997,148
ofav591082128,162
ttlg469850239,19
oaai287655759,33
ddiz475220663,152
ymbu830652275,137
oihr301697332,158
wurn960312595,162
buty660235574,134
bsnv650806793,137
vqfk062756776,263
smzy538409370,141
uqfn530695180,153
dbkt581015249,148
gpxt929949960,260
wxhc070541475,138
qpcc427061968,177
mxpu229889043,49
pkym626999787,191
ngio154191380,148
ugap279555850,124
qxeu518507855,158
cnjf383549516,214
bajp746041960,215
kdwv999200638,87
qxmx170943548,140
fchr323256054,136
mmje173131896,150
lxvj811570980,89
bjlr735816766,26
mrmr593860340,124
fndu691586692,139
yydk056492142,80
ukmp314342668,240
qwhq486776748,243
eino609390327,189
gtbl448815982,108
lgir349660238,134
apcj895769244,71
guva791995716,75
abyy397621960,224
fozp859408611,138
tljc517647319,102
akhk537573246,132
dzsz411765443,54
ashj599514554,109
ynga729141134,165
cdce207121653,167
mmki589631517,181
gdsg097171910,88
kmru377784781,50
zcvj653593145,140
npbf326593124,92
lbua212591154,112
uhpp623003037,100
ebwo538823522,75
zypf441631739,148
igzg499175514,78
eeyk326024665,206
egne083665953,52
plgg022739373,165
uzlg034131007,174
yzts782552718,192
addy737419901,161
odvo117418391,147
yqud871704077,202
mvsm719794304,142
jwkk463595643,192
zjjh206531589,134
llot589721713,123
isvi489535749,84
pgsk721196521,117
fyqh395633834,97
hjkl279210714,189
grjn193489215,192
kkgc246487564,37
qqpj084707327,148
mohu891160157,66
iqlu298263066,145
aydr428938387,205
mwve188116111,140
sgwr691559805,131
jsyi494333814,106
ljlc511722184,174
leac281622309,55
egvy868910298,135
zkay074690942,107
usxr537234283,102
lfih955132361,203
yimc906347782,129
qlfm590999729,195
esda247517690,197
vqju499984718,227
vmeq692006647,84
tcip305658945,136
wnml239505077,212
whji953971217,153
ksdx543811926,49
tvrw783387812,93
qsjb298319260,163
ubet942382848,166
itau682423118,189
ibvc156751211,48
crxa153656085,48
cxxl413804662,177
xeyk596773505,143
vwqm456983995,105
ants227802890,217
dgsq817587458,98
ksec183663656,75
llgq301635646,202
edyq394347221,223
lgyd817206636,187
osjj373860546,23
luzt969374797,48
ehmr224352558,46
hovs699656322,227
ahys002733657,97
kzfv489488724,134
acsh151428158,227
lopa573539909,117
nowc407375052,77
tjuz388759744,133
nkeb130716893,97
jdpd570225653,15
zkah155439840,101
mflm416462423,96
fioa511484565,158
tpcg783210643,128
eazf549686805,115
oupo932702274,65
mqvg922586601,94
kefv228756757,112
jesq915474796,165
qzto824627061,18
cnfd174268857,121
vjjo476197446,91
jvdv282997825,55
fugh829283034,232
bpdj688321387,108
lhhs507348205,126
xlph392154763,118
bwqb735579095,128
obgt783204688,154
bbop226772363,131
bepo677172257,82
ehba123681822,110
egqb277620579,166
pqyt013644171,146
zxgx219662387,139
oxxt647121999,92
uoph692128220,113
ouna571177599,169
tlrh420696969,174
rdgw318827628,132
fbpl717599090,137
flwa552507284,190
fbne437685224,97
naxn512867098,198
njca440670227,167
jjwi730702654,96
uqpz488211324,114
uejy093286976,68
enrc659510474,242
qqio346402389,110
dwol504688554,160
tdbk040161284,92
uvoa056159241,97
eigr339352158,105
zhjz748556008,219
beye953687239,102
whqu395252598,122
rucn894844990,127
ezwr855014857,203
vvkl643813070,137
nklg083365958,42
pnce134103468,171
bcyr707244884,138
fgiv404751115,127
mkrs304020640,212
blzj325346516,195
egic230486594,133
vtci819026288,79
gkzj594226254,58
uvpu941273717,79
ywjh617514816,113
nuzj523528756,86
vcdm564377131,127
bfms312989022,154
pibi599320555,20
ohwd697080929,213
tkvo479203725,25
osbt283271003,102
ctkc966378100,82
mysl922951245,199
sapi536472300,171
ymgm008772691,168
phxj414363768,162
myzo220023613,127
jswt709397249,112
qixx135532184,228
ivsx019567694,213
fhyj339906594,132
dqfh925272341,9
jmue872404357,47
cwzz367486345,45
pxel077834867,95
vnem628669091,75
zbyp344707789,130
iafg030805245,99
dsvt004062593,106
umvr461387534,132
cbrx109147225,162
acym093829836,128
xlbh452210750,19
tbmr880901392,148
egno336998890,160
wnae780687251,160
gnzg571714067,19
ssds674950435,127
qivd034598676,147
ppuu075784654,49
iqem031702353,35
jxqp001822540,118
iwtd313068443,110
ztrq892290217,143
moem595109532,181
xxml048633329,148
mosi990975499,27
keza207791894,212
zeqx503096977,93
ydat512108793,131
ajfi797151427,54
gvqh025548621,245
lzam299469633,186
qlda649268690,204
suwm353556613,211
agbj957134010,117
hllz569104270,188
yabf223758076,192
jtkz659420709,199
qqjj858145703,35
prmy391680771,197
zniw453311516,132
ight746180675,68
xswk776922414,212
qobm338457512,128
bkye730346775,150
emho613704297,97
teog338300046,179
xlzu991317248,120
dmjm940226096,136
cduj800936589,136
dles873343776,16
rqss992770897,102
uimv720835380,162
wbhq920358979,129
cakz844565021,110
mims817557843,86
snws468185562,78
jrll194226921,233
wldi273368077,50
dtve157240141,78
wbru504602271,85
dnhn606890535,182
trjq721408083,104
xrqh275104079,132
pulw987047657,210
hxoe587817028,141
qhok108873410,90
pnok871131556,22
sxib955687812,82
cufy836878647,157
nkku612207344,154
dxbl767689557,223
jvjq950538485,87
rxmb590257218,48
cqnm202235630,135
irbh780535559,108
xzfm833478514,203
stft433411784,106
lhac984798695,96
dfth084186236,182
wpfz856591604,113
rsdh500001303,67
esfz497758360,113
yhsh349628826,136
szsf214399775,30
uuyn615255530,142
yrme228108785,186
oapc311524612,237
ekuz116594446,75
cini446212706,73
zded360746933,150
enmv977323227,115
fpwa703616128,203
fkrr183726622,149
dcbj964480772,108
anob972891620,47
ajux048072985,198
jcms852939074,62
wzel724555797,141
hibo041996003,162
wifr060039393,53
pivg630816605,62
qwem450061687,65
eirt977187864,147
ayqg906966892,233
tczd366118931,102
iavo989791328,136
tamq350400391,132
etzo345794514,120
cjjs792421421,99
qrgf598133081,63
kesf138951767,142
xgtx599368416,123
lacb218582831,27
crvu749080689,78
fwsn116759492,47
tyuz971967910,172
iytm651979650,70
treq686542472,89
ngps753213630,132
gkri028469776,153
rowy598815034,137
liet603819626,172
dxkl936163179,104
xozh646796619,118
xpld963723415,111
srsx217475710,260
zcsv359248147,16
dcub578118883,167
yyrv261604303,98
gbzi784026726,128
wtue993196616,144
liwy366386241,111
pfjb483722965,50
qhgn582305992,62
bjpz332459187,137
vvvt418861096,187
alsf535900564,95
msen694377400,85
jnzh452288600,57
sjvp455266915,106
vcac379179049,144
ilak705079702,108
yumt349681511,71
epay842891662,172
bxgf601648130,129
gagy291118698,130
gtix337622127,212
zmoi013608293,157
jklc740115576,78
pvbi949125817,85
fjan070567897,152
qhlw146251936,127
ezhz550659395,177
jqjk989032103,95
itjp999823137,83
hbja780365850,214
omye670044001,93
selu104741582,206
ivhd581096622,125
bxmo611243389,163
xsko181792158,24
lvkt460590545,198
igwj498759109,101
nckm390139043,137
ppvd985795661,108
guic956606651,41
cmvw852549839,45
kvqg160742970,87
ankd654733153,208
ffou699519629,154
jtnp867077861,76
cfpy021609312,142
sjkv039530484,127
znqa041963765,95
dnth055391597,222
jbvx111233721,126
klqy767413307,124
kkoy091714590,77
xsaq721577011,107
kzpi889610660,106
gkky053610856,40
tnwd497319271,123
